FEN,Response Move
r3k2r/ppp1nppp/1bn2q2/1Q3bN1/5P2/2P2P2/P1P4P/R3KB1R b KQkq - 2 15,h7h6
r3k2r/ppp1nppp/1bn2q2/6N1/5Pb1/2PQ1P2/P1P4P/R3KB1R b KQkq - 0 14,g4f5
r3k2r/ppp1q1pp/3p1p1n/2N5/2PpP3/8/PPP2PPP/R1BQ1RK1 b kq - 0 12,d6c5
r3k2r/ppp1q1pp/3pbp1n/2N5/2BpP3/3P4/PPP2PPP/R1BQ1RK1 b kq - 0 11,e6c4
r3k2r/ppp1q1pp/5p1n/2p5/2PpP3/2P5/PP3PPP/R1BQ1RK1 b kq - 0 13,e8c8
r3k2r/ppp1qp1p/2nbpN1R/8/3P4/4P3/PPP2PP1/R1BQK3 b Qkq - 2 14,e8d8
r3k2r/ppp1qppp/3p4/4p3/2B1P3/3PP3/PPQ3PP/R4RK1 b kq - 1 13,e8g8
r3k2r/ppp2p1p/2n1b1p1/2b1P1B1/2N1P3/6P1/PPn2P1P/1N1R1BK1 b kq - 2 17,e6g4
r3k2r/ppp2p1p/2n1b1p1/2b1P3/2N1PB2/6P1/PP3P1P/nN1R1BK1 b kq - 0 16,a1c2
r3k2r/ppp2p1p/2n3p1/2b1P1B1/2N1P1b1/6P1/PPnR1P1P/1N3BK1 b kq - 4 18,c6d4
r3k2r/ppp2p1p/6p1/2b1P1B1/2NnP1b1/6PP/PPnR1P2/1N3BK1 b kq - 0 19,h7h6
r3k2r/ppp2p2/4p3/2b1q1pp/4N3/2PB1Q1P/PP4P1/R3K2R b KQkq - 0 17,e8c8
r3k2r/ppp2p2/4p3/2bpq1pp/4P3/2PB1Q1P/PP1N2P1/R3K2R b KQkq - 0 16,d5e4
r3k2r/ppp2p2/5Bpp/2b1P3/2NnP1b1/6PP/PP3P2/1N1RnBK1 b kq - 3 21,g4d1
r3k2r/ppp2p2/5Bpp/2b1P3/2NnP1b1/6PP/PPnR1P2/1N3BK1 b kq - 1 20,c2e1
r3k2r/ppp2pp1/2nP2qp/8/2B1PB2/2P2N1P/PP3b1P/RN1Q3K b kq - 0 14,g6e4
r3k2r/ppp2pp1/3bB3/3p3p/1n1Pp2P/2B1P1P1/PPP1NP2/R2K4 b kq - 0 17,f7e6
r3k2r/ppp2pp1/3bB3/3p3p/1n1Pp2P/2B1P1P1/PPPKNP2/R2Q3q b kq - 1 16,h1d1
r3k2r/ppp2pp1/3bB3/3p3p/1n1Pp2P/2B1PqP1/PPP1NP2/R2QK2R b Qkq - 0 15,f3h1
r3k2r/ppp2pp1/3bbq2/3p3p/1n1Pp1nP/2B1P1PB/PPPNNP2/R2QKR2 b Qkq - 4 12,g4h2
r3k2r/ppp2pp1/3bbq2/3p3p/1n1Pp2P/2B1P1PB/PPPNNP1n/R2QK2R b Qkq - 6 13,h2f3
r3k2r/ppp2pp1/3bbq2/3p3p/1n1Pp2P/2B1PNPB/PPP1NP2/R2QK2R b Qkq - 0 14,f6f3
r3k2r/ppp2pp1/4nn1p/4N3/1b2P3/2N3P1/PPPB1P1P/R3K2R b KQkq - 2 11,b4c3
r3k2r/ppp2pp1/4nn1p/4N3/4P3/2B3P1/PPP2P1P/R3K2R b KQkq - 0 12,e8g8
r3k2r/ppp2pp1/5q1p/3Pp3/2Bb2b1/2NP4/PPP2PPP/R3KQ1R b KQkq - 2 11,e8g8
r3k2r/ppp2ppp/7n/1N1pPp2/1b1P1B2/5N1P/nPP1QPP1/1K1R3R b kq - 3 14,e8g8
r3k2r/ppp2qpp/4bn2/4Q1B1/8/8/PPP1P1PP/2KR1B1R w kq - 1 14,g5f6
r3k2r/ppp3p1/2n1pn1p/5b2/1QNp4/3P1N2/PPP2PPP/R3KB1R b KQkq - 0 12,c6b4
r3k2r/ppp3p1/2nbp3/3p3p/PP1Pp2P/2B1P1P1/2P1NP2/R2K4 b kq - 0 19,h8f8
r3k2r/ppp3p1/3bp3/3p3p/Pn1Pp2P/2B1P1P1/1PP1NP2/R2K4 b kq - 0 18,b4c6
r3k2r/ppp3p1/4pn1p/5b2/1nNN4/3P4/PPP2PPP/R3KB1R b KQkq - 0 13,e6e5
r3k2r/ppp3p1/5n1p/4Nb2/1n1N4/3P4/PPP2PPP/R3KB1R b KQkq - 0 14,e8c8
r3k2r/ppp3pp/4bq2/4Q3/8/8/PPP1P1PP/2KR1B1R w kq - 0 15,e5f6
r3k2r/ppp4p/4bp2/8/8/8/PPP1P1PP/2KR1B1R w kq - 0 16,g2g4
r3k2r/ppp4p/5p2/8/6b1/8/PPP1P2P/2KR1B1R w kq - 0 17,f1g2
r3k2r/pppP1pp1/2n4p/8/2B1qB2/2P2N1P/PP3b1P/RN1Q3K b kq - 0 15,e8e7
r3k2r/pppb1p1p/2n2p2/8/4q2P/B1P3P1/P3N3/2R1KBR1 b kq - 0 15,e8c8
r3k2r/pppb1p1p/4p1p1/3p2N1/3q1PPP/b2B4/PPPQ1P2/2KR3R w kq - 2 15,b2a3
r3k2r/pppb1p2/3p1q2/3Pp2p/1QP1P1p1/2N3P1/PP1NB1KP/R6R b kq - 0 17,h5h4
r3k2r/pppb4/2n1p3/2N3p1/8/8/PPP2PPP/2KR1B1R w - - 0 22,d1d7
r3k2r/pppb4/2n1pQ1p/2N3q1/8/8/PPP2PPP/2KR1B1R w - - 13 21,f6g5
r3k2r/pppbq1pp/4p3/3pPp2/3P4/2PB1Q2/P1P2PPP/R4RK1 w kq - 3 13,a2a4
r3k2r/pppbqpp1/n3pn1p/1N1pN3/1b1P1B2/2P1P3/PP3PPP/R2QKB1R w KQkq - 1 9,e5d7
r3k2r/pppn1pQ1/3p3p/2b1p3/2B1P3/8/PPPP1q1P/R1BK2NR b kq - 0 10,e8c8
r3k2r/pppn1pp1/n3p2p/1N1p4/1q1P1B2/4P3/PP3PPP/R2QKB1R w KQkq - 0 11,b5c3
r3k2r/pppn1pp1/n3p2p/3p4/3P1B2/2N1P3/Pq3PPP/R2QKB1R w KQkq - 0 12,d1c1
r3k2r/pppn1pp1/n3p2p/q2p4/3P1B2/2N1P3/P4PPP/1RQ1KB1R w Kkq - 4 14,a2a3
r3k2r/pppn1pp1/nq2p2p/3p4/3P1B2/2N1P3/P4PPP/R1Q1KB1R w KQkq - 2 13,a1b1
r3k2r/pppn4/3p1q1p/3P2p1/4P1b1/2NR1N2/PPP1P1PP/1K3B1R b kq - 4 15,e8c8
r3k2r/pppnqpp1/n3p2p/1N1p4/1b1P1B2/2P1P3/PP3PPP/R2QKB1R w KQkq - 0 10,c3b4
r3k2r/pppq1p2/3pbN1p/2b4Q/2BpP3/3P4/PPP2PPP/R4RK1 b kq - 0 12,e8d8
r3k2r/ppq2p2/1b1p4/3PpQB1/1PP3pP/P2P2P1/6P1/R4R1K b kq - 3 24,e8g8
r3k2r/ppq2pp1/2npb2p/P3p1b1/4P1PP/2NQ4/1PPP1P2/R1B1KB1R b KQkq - 0 15,g5f6
r3k2r/ppq2pp1/2npbb1p/PN2p3/4P1PP/3Q4/1PPP1P2/R1B1KB1R b KQkq - 2 16,c7d8
r3k2r/ppqnn1pb/3bp3/2pp1pP1/8/BPP1PP1R/P1QPN3/RN1K1B2 b kq - 4 14,e8c8
r3k2r/qp1bnpbp/p2p1np1/2pPp1N1/2P1PP2/1PNB4/P2B2PP/R2QK2R b KQkq - 2 13,f6g4
r3k2r/qp1bnpbp/p2pN1p1/2pPp3/2P1PPn1/1PNB4/P2B2PP/R2QK2R b KQkq - 4 14,d7e6
r3k2r/qp2n1b1/p2pQ1p1/2p1p2p/2P1PP2/1PNB4/P2B2PP/R3K2R b KQkq - 0 17,a7b6
r3k2r/qp2n1bp/p2pp1p1/2p1p3/2P1PPQ1/1PNB4/P2B2PP/R3K2R b KQkq - 0 16,h7h5
r3k2r/qp2npbp/p2pP1p1/2p1p3/2P1PPn1/1PNB4/P2B2PP/R2QK2R b KQkq - 0 15,f7e6
r3k3/1p2n2r/p1n1R1p1/2p2p2/3P1B1P/2PB4/P1PK2P1/7R w q - 1 21,g2g3
r3k3/1p2n2r/p1n1R1p1/5p2/3p1B1P/2PB2P1/P1PK4/7R w q - 0 22,h1e1
r3k3/1p2n2r/p1n1R1p1/5p2/5B1P/2pB2P1/P1PK4/4R3 w q - 0 23,d2c3
r3k3/1q1nb2r/p6p/Q4bp1/5p2/8/PPP2N1P/R1B1RK2 b q - 3 28,a8c8
r3k3/2pb1p1r/4p3/1R1p4/8/8/P1P2PPP/6K1 w q - 1 23,b5b1
r3k3/2qp1p2/p3p1p1/4PP2/1pPb3Q/6P1/PP1N3P/R1B1KB1b b Q - 0 21,c7e5
r3k3/3p1p2/p3p1p1/4qP2/1pPb3Q/5NP1/PP2B2P/R1B1K3 b Q - 0 23,e5f5
r3k3/3p1p2/p3p1p1/4qP2/1pPb3Q/6P1/PP1NB2P/R1B1K2b b Q - 1 22,h1f3
r3k3/3p1p2/p3p1p1/5q2/1pPN3Q/6P1/PP2B2P/R1B1K3 b Q - 0 24,f5f6
r3k3/5pb1/3Qnnpp/8/1r2P3/1P1P4/PBP2PPP/1K1R3R b - - 2 26,a8c8
r3k3/5pb1/5npp/4Q3/1r1nP3/1P1P4/PBP2PPP/1K1R3R b - - 0 25,d4e6
r3k3/6b1/1B1p4/p2Pp3/1pK1P1P1/1Pp3P1/P7/2R5 b - - 3 33,g7h6
r3k3/8/1B1p3b/p2Pp3/1pK1P1P1/1Pp3P1/P1R5/8 b - - 5 34,h6d2
r3k3/8/1B1p4/pK1Pp3/1p2P1P1/1Pp3P1/P1Rb4/8 b - - 7 35,e8f7
r3k3/b1qp1p2/p3p1p1/4P3/1pPP1P1Q/6P1/PP1N3P/R1B1KB1b b Q - 0 20,a7d4
r3k3/p1p3p1/2pbp3/3p3p/P2Pp2P/4P1P1/2P1N3/1R1KBr2 b q - 1 23,c6c5
r3k3/p1p3p1/3bp3/2Pp3p/P3p2P/4P1P1/2P1N3/1R1KBr2 b q - 0 24,d6c5
r3k3/p1pp1p1r/1p1bp1NB/4P1Q1/6K1/3q1P2/PPnNb1PP/7R b q - 0 21,c2e3
r3k3/p1pp1p1r/1p1bp1NB/4P1QK/8/3qnP2/PP1Nb1PP/7R b q - 2 22,f7g6
r3k3/p1pp1p1r/1p1bp1NB/6Q1/4P1K1/3q1P2/PP1Nb1PP/n6R b q - 0 20,a1c2
r3k3/p1pp1p1r/1p1bp1NB/6Q1/4P1K1/3q4/PP1N1PPP/n4b1R b q - 3 19,f1e2
r3k3/p1pp1p1r/1p1bp1NB/6Q1/4P3/5K2/PPqN1PPP/n4b1R b q - 1 18,c2d3
r3k3/p1pp1p1r/bp1bp1NB/7Q/4P3/5K2/PPqN1PPP/n4B1R b q - 0 17,a6f1
r3k3/p1pp3r/1p1bp1pB/4P1Q1/7K/3qnP2/PP1Nb1PP/7R b q - 1 23,d6e7
r3k3/p1ppQ2r/1p2p1pB/4P3/7K/3qnP2/PP1Nb1PP/7R b q - 0 24,h7e7
r3k3/pRp3p1/4p3/2bp3p/P3p2P/4P1P1/2P1N3/3KBr2 b q - 1 25,e8d7
r3k3/pp3p2/3p1Rpr/2pPp3/4P1p1/3P4/PP4PP/R5K1 b q - 1 18,e8e7
r3k3/pp3p2/3p2pr/2pPp2p/4P1Pq/3P4/PP2Q1PP/R4RK1 b q - 0 16,h4g4
r3k3/pp3p2/3p2pr/2pPp2p/4P1Q1/3P4/PP4PP/R4RK1 b q - 0 17,h5g4
r3k3/pp3pp1/2nbp3/2pp3r/3P1P2/P1P1P3/1P1N2P1/R1B2RK1 b q - 0 17,e8c8
r3k3/pp3pp1/3b2p1/2pP1bn1/2B5/N5P1/PP2NP1r/R4RK1 b q - 0 15,e8c8
r3k3/ppp1npp1/1b3q1r/4P3/8/2PP1P2/P6P/R3K2R b KQq - 0 20,f6e5
r3k3/ppp1npp1/1b5r/4q3/8/2PP1P2/P6P/R2K3R b q - 1 21,e5c3
r3k3/ppp1npp1/1b5r/8/1q6/5P2/P6P/R1K1R3 b q - 5 25,b6e3
r3k3/ppp1npp1/1b5r/8/8/2q2P2/P6P/RK2R3 b q - 3 24,c3b4
r3k3/ppp1npp1/1b5r/8/8/2qP1P2/P6P/R2KR3 b q - 1 22,c3d3
r3k3/ppp1npp1/1b5r/8/8/3q1P2/P6P/R1K1R3 b q - 1 23,d3c3
r3k3/ppp1npp1/1bn2q1r/4Q3/5P2/2PP1P2/P6P/R3K2R b KQq - 2 19,c6e5
r3k3/ppp3p1/2Pbp3/3p3p/P2Pp2P/2B1P1P1/2P1Nr2/R2K4 b q - 0 21,f2f1
r3k3/ppp3p1/2Pbp3/3p3p/P2Pp2P/4P1P1/2P1N3/R2KBr2 b q - 2 22,b7c6
r3kNn1/pp6/2npbq1p/2p1p3/2B1P1p1/2NP4/PPP2PPP/R1BQ1RK1 b q - 0 11,e6c4
r3kb1B/pp3q2/2n4p/3N2p1/3n2b1/5NP1/PPP2PBP/R2Q1RK1 b q - 0 14,d4f3
r3kb1B/pp3q2/2n4p/3N2p1/6b1/5BP1/PPP2P1P/R2Q1RK1 b q - 0 15,g4f3
r3kb1B/pp3q2/2n4p/3N2p1/8/5bP1/PPP2P1P/R3QRK1 b q - 1 16,f8e7
r3kb1N/1b1pq1pp/pNn5/1pB5/8/1B6/PP3PPP/R2QR1K1 b q - 0 18,d7d6
r3kb1N/1b2R1pp/pNnp4/1pB5/8/1B6/PP3PPP/R2Q2K1 b q - 0 19,f8e7
r3kb1N/ppp3pp/2npqn2/4p3/4P3/7P/PPPP1PP1/RNBQK2R b KQq - 0 8,e8c8
r3kb1Q/2p2p2/p1q1p1pp/8/2p5/8/PPPP1PPP/R1B1K2R b KQq - 0 14,a8d8
r3kb1r/1p1b1p2/pq1p1n1p/2pPp1p1/2P1P3/1PN1QN1P/P4PP1/R4RK1 b kq - 0 14,b6d8
r3kb1r/1p1b1p2/pq1p1n1p/2pPp1p1/P1P1P3/1PN1Q2P/3N1PP1/R4RK1 b kq - 2 16,e8c8
r3kb1r/1p1b1pp1/pq1p1n1p/2pPp3/2P1P3/1PN1QN2/P4PPP/R4RK1 b kq - 1 13,g7g5
r3kb1r/1p1b1ppp/1pnp1n2/1B2p3/1B2P3/5N2/PPP2PPP/R2Q1RK1 b kq - 5 11,f8e7
r3kb1r/1p1np1pp/p1p1p3/3B4/8/8/PPPP1PPP/RNB2RK1 b kq - 0 10,c6c5
r3kb1r/1p1np1pp/p3p3/2pB4/8/2N5/PPPP1PPP/R1B2RK1 b kq - 1 11,e6d5
r3kb1r/1p1np1pp/p7/2pN4/8/8/PPPP1PPP/R1B2RK1 b kq - 0 12,e7e6
r3kb1r/1p1npp1p/5np1/p2b4/2pP1B2/1PP2N2/P3BPPP/R2Q1RK1 b kq - 0 11,f8g7
r3kb1r/1p1npppp/5n2/p2b4/2pP1B2/2P2N2/PP2BPPP/R2Q1RK1 b kq - 3 10,g7g6
r3kb1r/1p1q1p2/p3p3/n6p/3PB1pP/2P1P1B1/P3QPP1/R3K2R b KQkq - 0 17,a8c8
r3kb1r/1p1q1p2/p3pn2/n6p/3PN1pP/2PBP1B1/P3QPP1/R3K2R b KQkq - 1 16,f6e4
r3kb1r/1p1q4/3p1p2/P1pPpNp1/1p2Pn1p/5P1P/2P3P1/RQ2BRK1 b kq - 0 25,d7c7
r3kb1r/1p1q4/3p1p2/p1pPpNp1/PP2Pn1p/5P1P/2P3P1/RQ2BRK1 b kq - 0 24,a5b4
r3kb1r/1p1qn3/3p1p2/p1pPp1pp/PP2Pn2/4NPNP/2P3P1/RQ2BRK1 b kq - 0 22,h5h4
r3kb1r/1p1qn3/3p1p2/p1pPpNp1/PP2Pn1p/4NP1P/2P3P1/RQ2BRK1 b kq - 1 23,e7f5
r3kb1r/1p2Qp2/p2p1n1p/2p2R2/2n3p1/2N3P1/PPPP3P/R1B3K1 b kq - 0 16,f8e7
r3kb1r/1p2qp2/p1np1n1p/2p1Pb2/2B3p1/2N1Q1P1/PPPP3P/R1B2RK1 b kq - 0 14,c6e5
r3kb1r/1p2qp2/p2p1n1p/2p1nR2/2B3p1/2N1Q1P1/PPPP3P/R1B3K1 b kq - 0 15,e5c4
r3kb1r/1p2qp2/p2pB2p/4p3/3pP3/P2P1RQ1/1PP3PP/R1B3K1 b kq - 0 16,e7e6
r3kb1r/1p3Q2/p2p1p1p/4p3/3pP3/P2P1R2/1PPB2PP/R5K1 b kq - 0 19,e8f7
r3kb1r/1p3p2/p2pbnqp/2p1p1p1/4P1P1/P1NP1N1P/1PPQBP2/2K3RR b kq - 1 13,d6d5
r3kb1r/1p3p2/p2pq2p/4p3/3pP3/P2P1RQ1/1PPB2PP/R5K1 b kq - 1 17,f7f6
r3kb1r/1p3p2/p3b1qp/2p1p1p1/6PP/P1QP1N2/1PP1BP2/2K3RR b kq - 0 16,e6g4
r3kb1r/1p3p2/p3b1qp/2pnp1p1/6PP/P1NP1N2/1PPQBP2/2K3RR b kq - 0 15,d5c3
r3kb1r/1p3p2/p3bnqp/2pPp1p1/6P1/P1NP1N1P/1PPQBP2/2K3RR b kq - 0 14,f6d5
r3kb1r/1p3p2/p3q2p/2p1N1p1/6BP/P1QP4/1PP2P2/2K3RR b kq - 0 18,f7f5
r3kb1r/1p3p2/p5qp/2p1N1p1/6bP/P1QP4/1PP1BP2/2K3RR b kq - 0 17,g6e6
r3kb1r/1p3ppp/1qp1pn2/3p1B2/3P4/1P2P3/P2Q1PPP/B2K2NR b kq - 0 13,e6f5
r3kb1r/1p3ppp/1qp2n2/3p1p2/3P4/1P2P3/P2QNPPP/B2K3R b kq - 1 14,f6e4
r3kb1r/1p3ppp/1qp5/3p1p2/3Pn3/1P1QP3/P3NPPP/B2K3R b kq - 3 15,a8a2
r3kb1r/1p3ppp/p2p4/3bp1q1/3p4/BP1B1P2/P1PP2PP/R2Q1RK1 b kq - 0 13,f7f5
r3kb1r/1p3ppp/pqn5/3NNp2/2pP4/P3P2P/2PQ1PP1/R3R1K1 b kq - 0 15,b6d8
r3kb1r/1p4pp/p1bp4/4ppq1/2Pp4/BP1B1P2/P2P2PP/R2QR1K1 b kq - 2 15,e8c8
r3kb1r/1p4pp/p2p4/3bppq1/2Pp4/BP1B1P2/P2P2PP/R2Q1RK1 b kq c3 0 14,d5c6
r3kb1r/1p5p/P2pBpp1/2pPp3/8/1P3N2/PB1P1PPP/R4RK1 b kq - 0 17,a8a6
r3kb1r/1p5p/p2p2p1/4p1q1/5p2/2B4b/P1P1BPP1/R2Q1R1K b kq - 1 22,g5g2
r3kb1r/1p6/p2pqpQp/4p3/3pP3/P2P1R2/1PPB2PP/R5K1 b kq - 1 18,e6f7
r3kb1r/1p6/p3q2p/2p1Npp1/7P/P1QP1B2/1PP2P2/2K3RR b kq - 1 19,e8c8
r3kb1r/1pNn2pp/p3p3/2p5/8/8/PPPP1PPP/R1B2RK1 b kq - 1 13,e8d8
r3kb1r/1pp1p2p/p1q2np1/3pNb2/3P1P2/8/PPP3PP/RNBQ1RK1 b kq - 1 10,c6c2
r3kb1r/1pp1p2p/p4np1/3pN3/3P1P2/2N5/PPb3PP/R1B2RK1 b kq - 1 12,e7e6
r3kb1r/1pp1p2p/p4np1/3pNb2/3P1P2/8/PPQ3PP/RNB2RK1 b kq - 0 11,f5c2
r3kb1r/1pp1pp2/p2p4/3P3n/q3P2P/3B1QB1/P1P2P2/R3K2R w KQkq - 0 18,e4e5
r3kb1r/1pp1pppp/2n2P2/p2P4/6Q1/8/PP3PPP/RNB1KBNR b KQkq - 0 8,a8d8
r3kb1r/1pp2pp1/p2qp3/3n1b1p/3P4/P1N1BB1P/1PPQ1PP1/R3R1K1 b kq - 1 15,e8c8
r3kb1r/1pp2ppp/p1n1pn2/q4b2/8/P1NPBN1P/1PP1BPP1/R2Q1RK1 b kq - 4 10,c6e5
r3kb1r/1pp2ppp/p2qp3/3n1b2/3P4/P1N1BB1P/1PP2PP1/R2QR1K1 b kq - 4 14,h7h5
r3kb1r/1pp2ppp/p2qpn2/5b2/3P4/P1N1BB1P/1PP2PP1/R2Q1RK1 b kq - 2 13,f6d5
r3kb1r/1pp2ppp/p3pn2/4qb2/3P4/P1N1B2P/1PP1BPP1/R2Q1RK1 b kq - 0 12,e5d6
r3kb1r/1pp2ppp/p3pn2/q3Nb2/8/P1NPB2P/1PP1BPP1/R2Q1RK1 b kq - 0 11,a5e5
r3kb1r/1pp4p/p3p1p1/3pN3/3PNP2/1P6/P1b3PP/R1B2RK1 b kq - 0 14,d5e4
r3kb1r/1pp4p/p3p1p1/4N3/3PpP2/1P1b4/PB3RPP/R5K1 b kq - 3 16,f8d6
r3kb1r/1pp4p/p3p1p1/4N3/3PpP2/1P6/PBb3PP/R4RK1 b kq - 1 15,c2d3
r3kb1r/1pp4p/p3pnp1/3pN3/3P1P2/1PN5/P1b3PP/R1B2RK1 b kq - 0 13,f6e4
r3kb1r/1ppqnp1p/p2p1np1/3Pp1B1/4P3/2N2N1P/PPP2PP1/R2Q1RK1 b kq - 1 10,f8g7
r3kb1r/1ppqnppp/p2p1n2/3Pp3/4P3/2N2N1P/PPP2PP1/R1BQ1RK1 b kq - 0 9,g7g6
r3kb1r/1ppqpp2/p2p4/3P3n/n3P2P/2NB1QB1/P1P2P2/R3K2R w KQkq - 0 17,c3a4
r3kb1r/1ppqpp2/pn1p4/3P3n/b3P2P/1PNB1QB1/P1P2P2/R3K2R w KQkq - 0 16,b3a4
r3kb1r/1pq5/3p1p2/P1pPpNp1/1p2P2p/2P2P1P/4nKP1/RQ2BR2 b kq - 2 27,e2g3
r3kb1r/1pq5/3p1p2/P1pPpNp1/1p2P2p/2P2PnP/5KP1/RQ2B1R1 b kq - 4 28,c5c4
r3kb1r/1pq5/3p1p2/P1pPpNp1/1p2Pn1p/2P2P1P/6P1/RQ2BRK1 b kq - 0 26,f4e2
r3kb1r/1pq5/3p1p2/P2PpNp1/1Pp1P2p/5PnP/5KP1/RQ2B1R1 b kq - 0 29,b7b6
r3kb1r/1q1b1ppp/p1Pp1n2/4p3/PP2P3/1Q3N2/3B1PPP/R3K2R b KQkq - 0 16,b7c6
r3kb1r/1q1n4/p6p/5pp1/Q3bpP1/8/PPP2N1P/R1B1RK2 b kq g3 0 25,f8e7
r3kb1r/2p1pp2/p1N3pp/3q4/2p5/6Q1/PPPP1PPP/R1B1K2R b KQkq - 0 12,d5c6
r3kb1r/2p1pp2/p1q3pp/8/2p5/2Q5/PPPP1PPP/R1B1K2R b KQkq - 1 13,e7e6
r3kb1r/2p2p1p/p1n1p3/1p1p1p2/3Q3P/2N5/PPP1PPP1/R3KB1R b KQkq - 0 12,c6d4
r3kb1r/2p2p1p/p1n1p3/1p1p1p2/7P/2N1P3/PPP2PP1/2R1KB1R b Kkq - 0 14,f8b4
r3kb1r/2p2p1p/p1pqbp2/4p3/1P2P3/2PP1Q2/P3NPPP/RN2K2R b KQkq - 1 10,a8d8
r3kb1r/2p2p1p/p3p3/1p1p1p2/3n3P/2N5/PPP1PPP1/2R1KB1R b Kkq - 1 13,d4c6
r3kb1r/2p2ppp/p1pqbB2/4p3/1P2P3/2PP1Q2/P4PPP/RN2K1NR b KQkq - 0 9,g7f6
r3kb1r/2q5/1P1p1p2/3PpNp1/1Pp1P2p/5PnP/5KP1/RQ2B1R1 b kq - 0 30,c7b6
r3kb1r/2qnn3/p2p1pp1/1p1Pp2p/2p1P3/2P1B2Q/PP2BPPP/RN3RK1 b kq - 2 17,e8c8
r3kb1r/3b1pp1/Pq3n1p/2pPp3/2p1P3/2P2N2/2BN1PPP/R1BQR1K1 b kq - 0 17,a8a6
r3kb1r/3b1ppp/2qp4/1P2p3/4n3/1Q3N2/3B1PPP/R4RK1 b kq - 0 19,c6b7
r3kb1r/3b1ppp/3p4/pBq1n3/P3P3/8/1PP1QPPP/RN3RK1 b kq - 0 14,f8e7
r3kb1r/3b1ppp/p1pp1n2/1q1Pp3/PP2P3/1Q3N2/3B1PPP/R3K2R b KQkq - 0 15,b5b7
r3kb1r/3b1ppp/p1qp1n2/4p3/PP2P3/1Q3N2/3B1PPP/R4RK1 b kq - 1 17,f6e4
r3kb1r/3b1ppp/p1qp4/1P2p3/P3n3/1Q3N2/3B1PPP/R4RK1 b kq - 0 18,a6b5
r3kb1r/3b2pp/4pn2/p2pB1q1/1ppP4/2P5/PP2BPPP/RN1Q1RK1 w kq - 3 16,b1d2
r3kb1r/3ppp1p/p1n3p1/3n4/1P1P4/P4N2/1BQ2PPP/R4RK1 b kq - 1 15,f8g7
r3kb1r/3ppppp/p1n2n2/3N4/1P1P4/P4N2/2Q2PPP/R1B1K2R b KQkq - 0 13,f6d5
r3kb1r/3ppppp/p1n5/3n4/1P1P4/P4N2/2Q2PPP/R1B2RK1 b kq - 1 14,g7g6
r3kb1r/4q2p/b2p1pp1/1pp1p3/p2nP3/P2P1N2/BPP2PPP/R1BQK2R b KQkq - 1 14,a8c8
r3kb1r/4q2p/b2p1pp1/ppp1p3/3nP3/PB1P1N2/1PP2PPP/R1BQK2R b KQkq - 1 13,a5a4
r3kb1r/5p1p/p1ppbp2/2p1p3/4P3/3P3P/PPP2PP1/R1B1K1NR b KQkq - 0 11,h8g8
r3kb1r/5pp1/p1np1np1/1p2p3/1P2P1P1/2PBNN2/P4P2/R1B1K2R b KQkq - 0 18,h8h1
r3kb1r/5ppp/b1pq1n2/2p1p3/Pp2P3/1P3Q2/1N1P1PPP/R1B1K1NR b KQkq - 2 14,a8d8
r3kb1r/5ppp/p1ppbQ2/2p1p3/4P3/7P/PPPP1PP1/R1B1K1NR b KQkq - 0 10,g7f6
r3kb1r/6p1/p1nppq1p/2p1p3/1p2P3/1P1P2P1/PBP2PBP/R2Q1RK1 b kq - 1 13,g7g5
r3kb1r/8/1q1p1p2/3Pp1p1/1Pp1P2p/4NPnP/5KP1/RQ2B1R1 b kq - 1 31,a8a1
r3kb1r/8/p1nppq1p/2p1p1p1/1p2P3/1PPP2P1/PB3PBP/R2Q1RK1 b kq - 0 14,h8g8
r3kb1r/p1p2p1p/1pnq1np1/4p3/3pP3/2PP1Q1P/PP3PP1/RNB1KB1R b KQkq - 1 10,b6b5
r3kb1r/p1p2p1p/2nq1np1/1p2p3/3pP3/2PP1Q1P/PP2BPP1/RNB1K2R b KQkq - 1 11,b5b4
r3kb1r/p1p2p1p/2nq1np1/4p3/1pPpP3/3P1Q1P/PP2BPP1/RNB1K2R b KQkq - 0 12,f8g7
r3kb1r/p1p2pp1/2p1pn1p/3p4/8/4P1P1/PPPPNPP1/R1B1K2R b KQkq - 1 11,f8d6
r3kb1r/p1p2ppp/1pnq1n2/4pQ2/3pP3/2PP3P/PP3PP1/RNB1KB1R b KQkq - 0 9,g7g6
r3kb1r/p1pb1ppp/4p3/4P3/2QP3q/5N2/PP3PPP/RNB1K2R b KQkq - 2 12,h4e4
r3kb1r/p1pb1ppp/4p3/4P3/2QPq3/4BN2/PP3PPP/RN2K2R b KQkq - 4 13,a8b8
r3kb1r/p1pq1p1p/b2p1np1/N1p5/4P3/2N5/PPP2PPP/R1BQR1K1 b kq - 3 11,f8g7
r3kb1r/p1pqpppp/2n2n2/1B1p1b2/Q2P4/2P1PN2/PP1N1PPP/R1B1K2R b KQkq - 2 7,e8c8
r3kb1r/p1q2ppp/b1N2n2/2pP4/2P5/3P4/PP3PPP/RNBQK2R b KQkq - 0 9,f8d6
r3kb1r/p2p1ppp/b1B4q/4P3/1p1P1p2/2P2N2/PP3KPP/R1BQ3R b kq - 2 13,d7c6
r3kb1r/p2qpppp/npb2n2/1B1p4/Q2P1B2/2N1PN2/PP3PPP/R3K2R w KQkq - 4 10,b5c6
